id,name,parent_company
14535,mediconsult asia pte ltd,Boston Scientific
14536,boston scientific asia pacific,Boston Scientific
14540,stryker singapore pte ltd,Boston Scientific
14541,dyamed biotech pte ltd,Thermo Fisher Scientific Inc
14542,brainlab limited,Brainlab Ag
14543,brainlab limited singapore branch,Brainlab Ag
14545,omega scientific pte ltd,Bte Technologies
14546,all eights singapore ptd ltd,Bühlmann Laboratories Ag
14547,progress healthcare pte ltd,"Becton, Dickinson And Company"
14548,st jude medical singapore pte ltd,Abbott Laboratories
14550,progressive industrial equipment co,Cardiac Science Corporation
14551,cardinal health singapore 225 pte ltd,Cardinal Health
14552,medquest marketing pte ltd,Cardinal Health
14553,scanmed technology s pte ltd,"Becton, Dickinson And Company"
14556,carestream health singapore pte ltd,Onex Corp
14557,carl zeiss pte ltd,Carl-Zeiss-Stiftung
14560,cell id pte ltd,Cell Id Pte. Ltd.
14561,sysmex asia pacific pte ltd,Cellavision Ab
14562,qiagen singapore pte ltd,Qiagen N.V.
14563,thermal international s pte ltd,"Gentherm, Inc."
14564,roche diagnostics asia pacific pte ltd,Roche Holding Ag
14565,emergo consulting pte ltd,Conformis Inc.
14566,conmed singapore pte ltd,Conmed Corp.
14567,servicom medical singapore pte ltd,Conmed Corp.
14568,cook south east asia pte ltdcontact,Cook Group Incorporated
14570,coopervision singapore pte ltd,"The Cooper Companies, Inc."
14572,kromax south asia pte ltd,Boston Scientific
14573,covidien pte ltd,Medtronic Plc
14575,ids medical systems singapore pte ltd,Getinge Ab
14579,progress healthcare pte ltd,General Electric Company
14581,all eights singapore ptd ltd,Stago International
14584,dornier medtech asia pte ltd,Government Of Singapore
14585,draeger medical sea pte ltd,Stefan Dräger Gmbh
14586,draeger singapore pte ltd,Stefan Dräger Gmbh
14588,kemimac s pte ltd,"Ecolab, Inc."
14591,elekta pte ltd,Elekta Ab
14593,aradigm pte ltd,Lupert Ltd
14594,halyard singapore pte ltd,Endologix Inc.
14595,qst technologies pte ltd,Eos Imaging Sa
14596,erbe singapore pte ltd,C. Erbe Gmbh
14597,medical plus pte ltd,Wansheng Medical Investments (Hong Kong) Limited
14599,fresenius kabi singapore pte ltd,Fresenius Se & Co Kgaa
14600,fresenius medical care singapore pte ltd,Fresenius Se & Co Kgaa
14601,fujifilm asia pacific pte ltd,Fujifilm Holdings Corp.
14602,halyard singapore pte ltd,Baxter International
14603,getinge singapore,Getinge Ab
14604,olympus singapore pte ltd,Olympus Corporation
14605,united bmec pte ltd,H/P/Cosmos Sports & Medical Gmbh
14606,mandarin optomedic co pte ltd,Metall Zug Ag
14607,halyard singapore pte ltd,Halyard Health Inc
14608,medeus s pte ltd,Hamilton Bonaduz Ag
14610,singcare medical pte ltd,Medtronic Plc
14611,hillrom services private limited,"Hill-Rom Holdings, Inc"
14612,hillrom services pte ltd,"Hill-Rom Holdings, Inc"
14613,hitachi medical systems s pte ltd,Hitachi Ltd
14614,hocoma pte ltd,Hocoma Ag
14615,rainbow care pte ltd,Droege Group Ag
14616,venner medical singapore pte limited,Hoya Corp.
14618,welch allyn singapore pte ltd,Hoya Corp.
14619,asiamed healthcare systems pte ltd,H.S. Hospital Service Spa
14620,kingston medical supplies pte ltd,I-Sens Inc.
14622,biomed diagnostics pte ltd,Ivd Holdings Inc
14623,implant focus,Straumann Holding Ag
14625,asiacare pte ltd,Invacare Corporation
14626,transmedic pte ltdcontact,Ion Beam Application Sa
14627,karl storz endoscopy singapore sales pte ltd,Itd Gmbh
14628,fondaco pte ltd,Ivoclar Vivadent Aktiengesellschaft
14629,halyard singapore pte ltd,Jms Co. Ltd.
14630,johnson  johnson pte ltd vision care division,Johnson & Johnson
14631,asia actual pte ltd,K2M Inc.
14632,kavo dental supply,Danaher Corporation
14635,leica instruments pte ltd,Danaher Corporation
14636,fisher scientific pte ltd,Thermo Fisher Scientific Inc
14637,life technologies holdings pte ltd,Thermo Fisher Scientific Inc
14638,tolife technologies pty ltd,Thermo Fisher Scientific Inc
14639,allergan singapore pte ltd on behalf of kci medical asia pte ltd,Allergan Public Limited Company
14641,lumenis singapore pte ltd,Laguna Holdco Ltd
14642,vitramed singapore pte ltd,Synergy Innovation Co. Ltd.
14644,masimo asia pacific pte ltd,Masimo Corporation
14645,perfusion services and supplies pte ltd,Medistim Asa
14649,gigatt international marketing pte ltd,Johnson & Johnson
14650,menicon singapore sales pte ltd,Menicon Co. Ltd.
14651,spacelabs healthcare limited,"Jiangsu Yuyue Medical Equipment & Supply Co., Ltd."
14652,eastland dental supplies pte ltd,Milestone Scientific Inc.
14653,molnlycke health care asiapacific pte ltd,Investor Ab
14654,equip medical pte ltd,Natus Medical Incorporated
14656,nihon kohden singapore pte ltd,Nihon Kohden Corp.
14657,progress healthcare pte ltd,Ningbo Fuchun Co. Ltd
14658,nipro asia pte ltd,Nipro Corporation
14659,novo nordisk pharma singapore pte ltd,Novo Nordisk A/S
14662,life technologies holding,Thermo Fisher Scientific Inc
14663,malex medical asia s pte ltd,E-Med Solutions Gmbh
14664,ortho clinical diagnostics singapore pte ltd,The Carlyle Group Lp
14669,ziehm imaging singapore pte ltd,Aton 2 Gmbh
14670,humedical pte ltd,Össur Hf
14671,ossur jwc holding pte ltd,Össur Hf
14672,thermo scientific microbioology pte ltd,Thermo Fisher Scientific Inc
14673,pall filtration pte ltd,Danaher Corporation
14675,greenstyle pte ltd,Investor Ab
14679,elite homecare pte ltd,Philips
14681,easmed asia pte ltd,Polyganics Holding B.V.
14682,galderma singapore pte ltd,Nestlé S.A.
14683,qt instruments s pte ltd,Qfix Systems L.L.C.
14685,philips electronics s singapore pte ltd,Qisda Corporation
14686,radiometer sea pte ltd,Danaher Corporation
14687,reckitt benckiser singapore pte ltd,Reckitt Benckiser Group Plc
14689,labivf asia pte ltd,"The Cooper Companies, Inc."
14690,resmed asia operations pte ltd singapore branch,"Resmed, Inc."
14692,medworx  international pte ltd,Philips
14694,novatech resources pte ltd,Sam Medical Products
14695,scientx asia pacific pte ltd,Scientx Sa
14696,shimadzu asia pacific pte ltd,Shimadzu Corp.
14698,siemens pte ltd,Siemens Ag
14702,alphahealth asia pte ltd,Silimed - Indústria De Implantes Ltda
14705,ids medical systems singapore pte ltd,Smiths Group Plc
14706,livanova singapore pte ltd,Livanova Plc
14707,sorin group asia pte ltd,Livanova Plc
14709,st jude medical s pte ltd,Abbott Laboratories
14711,its science  medical pte ltd,Steris Plc
14712,geny s pte ltd,Stryker
14714,dnr wheels pte ltd,Sunrise Medical (Us) Llc
14716,baxter healthcareasiapte ltd,Baxter International
14718,aris integrated medical pte ltd,Teleflex Incorporated
14719,unimed healthcare pte ltd,Werfenlife Sa.
14720,parvus s pte ltd,Teoxane S.A.
14721,tai rui technology pte ltd,Terarecon Inc
14722,terumo bct asia pacific ltd,Terumo Corp.
14723,terumo bct asia pte ltd,Terumo Corp.
14724,halyard singapore pte ltd,Terumo Corp.
14725,elletech pte ltd,Terumo Corp.
14732,iemedics pte ltd,Xtr Group Gmbh
14733,vitalaireavattvon singapore pte ltd,Philips
14734,benaire engineering pte ltd,Okada Holdings Limited
14735,leedon technology pte ltd,Okada Holdings Limited
14736,bcom impact pte ltd,Trinity Biotech Plc
14737,biopointe pte ltd,"Hill-Rom Holdings, Inc"
14738,trumpf medical pte ltd,"Hill-Rom Holdings, Inc"
14739,kenda s pte ltd,Steris Plc
14741,varian medical systems pacific inc,Varian Medical Systems Inc
14744,healthbiz resource pte ltd,Pm Privatstiftung
14745,ikon medical pte ltd,Waismed Ltd
14746,hoya medical singapore pte ltd,"Hill-Rom Holdings, Inc"
14747,dentacare singapore pte ltd,Zimmer Biomet Holdings
14748,roche diabetes care asia pacific pte ltd,Roche Holding Ag
14749,topcon singapore medical pte ltd,Topcon Corporation
14772,gate rehab development ab,Gate Rehab Development Ab
14778,cerner sverige ab,Cerner Corp.
14799,baxter bellco och haemotronic,Baxter International
14805,seracare life sciences,Linden Capital Partners Ii Lp
14834,nrt as,Nrt - Nordisk Røntgen Teknik A/S
14835,nrt  nordisk rontgen teknik as,Nrt - Nordisk Røntgen Teknik A/S
14873,icu medicaltriad group,"Icu Medical, Inc."
14875,spacelabs healthcareprofessional disposables international pdi,Independent
14876,b braun melsungennovartis,Ludwig G. Braun Gmbh U. Co. Kg
14881,alere connected health ltd,Abbott Laboratories
14891,cederroth ab,Orkla Asa
14894,novartis consumer health sa,Independent
14898,hepro,Addlife Ab
14910,anl produkter ab,Independent
14912,anatomic sitt ab,Independent
14915,angiokard medizintechnik gmbh  co kg,Angiokard Medizintechnik Gmbh
14931,cook incorporated  william cook europe aps,Cook Group Incorporated
14946,medivance helägt dotterbolag till cr bard inc,"Becton, Dickinson And Company"
14950,abbott laboratories vascular enterprises ltd dublin,Abbott Laboratories
14974,compugroup medical sweden ab,Compugroup Medical Se
14996,integrum ab,Integrum Ab
15010,davol inc,"Becton, Dickinson And Company"
15018,diffuplast,Independent
15036,karo pharma sverige ab,Karo Pharma Ab
15045,siemens ab healthcare service,Siemens Ag
15050,medicem technology sro,Medicem Technology S.R.O.
15051,cook biotech incorporated,Cook Group Incorporated
15058,haagsteit  essmed ab,Independent
15062,bactiguard ab,Bactiguard Holding Ab
15064,swemac medical appliances ab,Scanflex Healthcare Ab
15076,biomet orthopedics switzerland gmbh och biomet france sarl,Zimmer Biomet Holdings
15096,optima scandinavia ab,Optima Scandinavia Ab
15107,gambro kathetertechnik hechingen,Baxter International
15117,maquet cardiac systems,Getinge Ab
15131,likvor ab,Likvor Ab
15144,compugroup medical lab scandinavia,Compugroup Medical Se
15167,pronova laboratories bv,Independent
15175,carmona ab,Carmona Ab
15187,ortivus ab,Ortivus Ab
15191,cambio healthcare systems ab,Valedo Partners Fund Ii Ab
15193,,Independent
15201,seppim sas,Independent
15202,kanmed ab,Kanmed Ab
15218,journalia ab,Independent
15237,dendia gmbh,Dendia Gmbh
15238,biomet 3i dental ibérica sl,Zimmer Biomet Holdings
15239,dentaleye ab,Dentaleye Ab
15241,enztec ltd  depuy international ltd,Independent
15242,statens serum institut,Statens Serum Institut
15244,inverness medical japan co ltd,Abbott Laboratories
15251,tieto sweden healthcare  welfare ab,Tieto Oyj
15255,philips medizin systeme gmbh,Philips
15284,decon wheel ab,Decon Förvaltnings Ab
15289,clinical innovations inc  clinical innovations europe ltd,Independent
15295,entrogen inc,Entrogen Inc.
15309,bjzhfpanther medical equipment co ltd,B. J. Zh. F. Panther Medical Equipment Co. Ltd
15315,enginivity,General Electric Company
15319,ortho clinical diagnosticsthermo fisher scientific,The Carlyle Group Lp
15323,medtronic llc,Medtronic Plc
15357,abilia,Medcap Ab (Publ)
15358,adec inc,A-Dec Inc.
15361,human care hc sweden ab,Human Care Hc Ab (Publ)
15370,ossur head office,Össur Hf
15371,eurovema mobility ab,Weland Holding Ab
15379,cdi dental ab,Cdi Dental Ab
15408,gce gas control equipment,Gce Gas Control Equipment Inc
15410,philips oy,Philips
15439,m i tech co ltd,Synergy Innovation Co. Ltd.
15443,elos medtech timmersdala ab,Elos Medtech Ab
15456,sorin group deutschland gmbh  stöckert,Independent
15457,alteco medical ab,Alteco Medical Ab
15466,cook endoscopywilsoncook medical inc,Cook Group Incorporated
15467,ergolet,Societe Civile Maber
15468,andreas hettich,Aht Labtec Holding Gmbh & Co. Kg
15486,merivaara corp,Reimari Holding Oy
15489,nitinol devices and components inc,"Nitinol Devices And Components, Inc."
15497,liebelflarsheim,Guerbet
15505,soma access systems lcc,Independent
15513,vital signs devices,Independent
15514,hebron international inc,Zefon International Inc
15516,orthovita,Stryker
15518,innogenetics nv,"Miraca Holdings, Inc."
15535,volcano europe nvsa,Philips
15537,jilab inc,Independent
15541,kern  sohn,Kern & Sohn Gmbh
15548,krabat as,Krabat As
15549,swereco group ab,Karo Pharma Ab
15550,keeler,Halma Plc
15554,microbiologics inc,Microbiologics Inc
15555,limacorporate orthopaedic emotion,Emil Holding Ii Sarl
15563,medos international le locle,Johnson & Johnson
15565,heine optotechnik,Heine Optotechnik Gmbh & Co. Kg
15577,tieto healthcare  welfare,Tieto Oyj
15581,pernova hjälpmedel ab,Pernova Hjälpmedel Ab
15583,charder electronic,Charder Electronic Co Ltd
15589,carefusion respiratory systems,"Becton, Dickinson And Company"
15590,wellspect healthcare,Dentsply Sirona Inc.
15591,lojer,Lojer Oy
15603,image diagnost international gmbh,Independent
15613,receptum oy,Receptum Palvelu Oy
15637,brainlab  mikrotek medical,Independent
15649,ascom sweden ab,Ascom Holding Ag
15659,sd biosensor inc,Sd Biosensor Inc.
15667,evry integration ab,Apax Viii Gp Co. Limited
15668,evry healthcare systems ab,Apax Viii Gp Co. Limited
15669,evry sweden ab,Apax Viii Gp Co. Limited
15674,medtronic xomed surgical products inc,Medtronic Plc
15699,xo care,Xo Care A/S
15705,goodwood medical care ltd,Independent
15706,systeam critical care ab,Independent
15709,gendex dental systems,Danaher Corporation
15723,inera ab,Independent
15726,cardiolex ab,Medcap Ab (Publ)
15727,caretec i forserum ab,Caretec I Forserum Ab
15732,invacare inc,Invacare Corporation
15733,sorin group srl,Livanova Plc
15735,haagstreit,Metall Zug Ag
15742,respironics novametrix llc,Philips
15744,micro therapeutics inc dba doing business as ev3 neurovascular,Medtronic Plc
15747,confluent surgical inc,Integra Lifesciences Holdings Corporation
15758,proact medical ltd,Proact Medical Limited
15759,proton engineering ab,Proton Group Ab
15766,alteco medical ab,Lary 1 Ab
15769,sungdo mc co ltd,Sungdo Mc Co. Ltd.
15784,mercado medic ab,Bennedal B.V.
15786,germa ab,Independent
15790,bolton medical espanha slu,Terumo Corp.
15802,tieto norway,Tieto Oyj
15810,temptime corporation,Water Street Healthcare Partners Llc
15816,cetro ab,Independent
15826,nordic activity ab,Independent
15844,siemens healthcare gmbh och siemens shanghai medical equipment ltd,Siemens Ag
15853,kebo care ab,Independent
15866,mechatronics manufacturing bv,Independent
15880,nxthera inc,Independent
15888,roche molecular systems inc och roche diagnostics gmbh,Roche Holding Ag
15893,systeam health  care sweden ab,Independent
15918,s r smith llc,S. R. Smith Llc
15940,möller medical gmbh,Centrotec Sustainable Ag
15957,heka dental as,Heka Dental A/S
15967,norrbottens läns landsting,Kommunalförbundet Norrbottens Läns Kollektivtraf
15973,linde healthcare ag,Linde Ag
15978,hillrom liko ab,"Hill-Rom Holdings, Inc"
15998,newtop global co ltd,Independent
15999,irras usa,Independent
16002,evry health  care ab,Apax Viii Gp Co. Limited
16003,kibi nordic ab,Kibi Nordic Ab
16018,william cook australia,Cook Group Incorporated
16020,bohus biotech ab,Bohus Biotech Ab
16022,biomet sports medicine inc,Zimmer Biomet Holdings
16029,quest international inc,Quest International Inc.
16032,pro trainers choice company,Independent
16034,mettler electronics corp,Mettler Electronics Corp.
16037,american stress technologies inc,Nova Instruments Llc
16038,kinamed inc,Kinamed Inc.
16041,vital signs devices a ge healthcare company,General Electric Company
16042,rti biologics inc,Rti Surgical Inc
16045,osteopore international pte ltd,Osteopore International Pte. Ltd
16046,deroyal industries inc lafollette,Deroyal Industries Inc.
16052,worldwide medical technologies llc,Worldwide Medical Technologies Llc
16053,picis inc,Constellation Software Inc
16055,ansell healthcare products llc,Ansell Ltd.
16060,greiner bio one north america inc,Greiner Holding Ag
16062,lifewatch services inc,Lifewatch Gmbh
16065,merz aesthetics inc,Merz Holding Gmbh & Co. Kg
16066,innovatech medical resources lp,Independent
16068,osteotech inc,Medtronic Plc
16074,european custom manufacturing bv,Independent
16076,spinetronics llc,Independent
16078,milabs bv,Milabs B.V.
16079,gf health products incdbabasic american metal products,Gf Health Products Inc.
16080,water pik inc,"Church & Dwight Co., Inc."
16084,b braun medical limited,Btg Plc
16086,microsoft corporation health solutions group,Independent
16087,oryan industries inc,O'Ryan Industries Inc
16089,sigma,Independent
16090,varian medical systems inc oncology systems,Varian Medical Systems Inc
16096,intelge care innovations llc,Independent
16098,motorola inc,Motorola Inc
16099,plasma surgical inc,Plasma Surgical Inc
16102,sunquest information systems inc,Roper Technologies Inc
16104,linvatec corp dba conmed linvatec,Conmed Corp.
16105,gulf fiberoptics inc,"Gulf Fiberoptics, Inc."
16106,custom medical specialities inc,Independent
16110,nellcor puritan bennett inc dba covidien ltd,Medtronic Plc
16111,medical specialties distributors inc,Medical Specialties Distributors Inc.
16112,thyssenkrupp access corp,Thyssenkrupp Ag
16113,capsule tech inc,Qualcomm Incorporated
16116,ameriwater inc,Independent
16118,omni life science inc,Independent
16120,synthes usa hq inc,Johnson & Johnson
16122,ids immunodiagnostic systems ltd,Independent
16125,surgical specialties puerto rico inc dba angiotech pr inc,"Angiotech Pharmaceuticals, Inc."
16126,clinical diagnostic solutions,Boule Diagnostics Ab
16129,amsino medical usa,Independent
16130,neomend inc,"Becton, Dickinson And Company"
16141,lansinoh laboratories inc,Pigeon Corp.
16143,cellestis inc,Qiagen N.V.
16144,stellate systems,Independent
16145,degotzen,Independent
16147,medtox diagnostics inc,Independent
16151,b braun medical limited,Kreg Medical Inc
16152,progressive medical inc,Progressive Medical Inc
16155,symmetry medicalssi,Tecomet Inc.
16159,medshape solutions inc,Medshape Inc.
16162,cefla dental group,Independent
16163,fresenius medical care holdings inc dba renal solutions,Fresenius Se & Co Kgaa
16165,starkey laboratories inc,Paa Laboratories Inc
16166,wako life sciences inc,Fujifilm Holdings Corp.
16167,american optisurgical inc,Independent
16170,embla system llc,Independent
16171,leibelflarsheim company llc,Independent
16173,b braun medical limited,Bryan Medical Inc
16174,puritan medical products co llc,Cardio Medical Products
16175,getinge usa inc,Getinge Ab
16177,3m company3m espe dental products,3M Company
16178,mobility unlimited inc,Mobility Unlimited Inc.
16179,copan italia,Copan Italian Spa
16180,berchtold corp,Stryker
16182,sonogage inc,Sonogage Inc
16185,zeppessis reprocessing llc,Independent
16186,access scientific inc,Access Scientific Inc
16187,sae afikim,Afimilk Agricultural Cooperative Ltd
16193,medmizer inc,Med-Mizer Inc
16195,laurimed llc,Laurimed Llc
16196,gambro renal products incorporated,Baxter International
16199,blue belt technologies mn,Independent
16203,tenex health inc,Tenex Health Inc
16204,sakura finetek usa inc,Sakura Global Holding Co. Ltd.
16205,bausch  lomb inc greenville solutions plant,"Bausch Health Cos., Inc."
16206,mar cor purification,Cantel Medical Corp.
16207,davol inc subs c r bard inc,"Becton, Dickinson And Company"
16209,william c domb dmd a professional corporation,Independent
16211,nanosphere inc,Luminex Corporation
16217,bayer corp,Bayer Ag
16218,watson diagnostics inc,Transasia Bio-Medicals Limited
16219,codan us corporation,Codan Medical Holding Aps
16220,enhancement medical llc,Independent
16221,primus medical llc,Primus Medical Llc
16222,curbell medical inc,Curbell Inc.
16223,eumed biotechnology co ltd,Emg Technology Co. Ltd.
16224,carefusion 2200 inc,Vyaire Holding Company
16227,biofire defense,Compagnie Merieux Alliance
16228,barotherapies inc,Independent
16229,gendex corp,Danaher Corporation
16230,catheter connections inc,Merit Medical Systems Inc
16236,starkey laboratories inc,Parker Laboratories Inc
16237,biomedix inc,Independent
16239,dharma research inc,Dharma Research Inc.
16241,straumann usa llc,Straumann Holding Ag
16244,4web inc,4Web Inc.
16246,sun nuclear corporation,Sun Nuclear Corp.
16247,ga industries,Independent
16250,catheter research inc,"Catheter Research, Inc"
16251,hitachi america ltd power systems division,Hitachi Ltd
16252,compass health brands corp,Compass Health Brands Corp
16253,medacta usa,Medacta Holding Sa
16255,mela sciences inc,"Mela Sciences, Inc."
16256,sheffield pharmaceuticals llc,Sheffield Pharmaceuticals Llc
16259,united surgical associates,Independent
16262,stradis healthcare llc,Stradis Healthcare
16263,vilex in tennessee inc,Vilex In Tennessee Inc.
16270,abbott electrophysiology,Abbott Laboratories
16271,revmedx inc,Revmedx Inc
16273,medivators inc,Cantel Medical Corp.
16275,instrumentation industries inc,Instrumentation Industries Incorporated
16276,tekia  inc,Tekia Inc.
16277,airways development llc,Independent
16281,accriva diagnostics inc dba itc dba accumetrics,Werfenlife Sa.
16282,affymetrix inc,Thermo Fisher Scientific Inc
16283,biomerieux france chemin de lor,Compagnie Merieux Alliance
16285,ceg enterprises llc,Independent
16289,miami fat supply inc,Miami Fat Supply
16290,best sanitizers inc,Best Sanitizers Inc.
16294,synergetics inc,"Bausch Health Cos., Inc."
16295,airstrip technologies inc,Airstrip Technologies Inc.
16297,prismatik dentalcraft inc,"Prismatik Dentalcraft, Inc"
16300,surgical specialties mexico s de rl de cv,"Angiotech Pharmaceuticals, Inc."
16301,schaerer medical usa inc,Schaerer Medical Usa Inc.
16302,terumo medical corporation elkton,Thayer Medical Corporation
16304,gf healthcare products inc,Gf Health Products Inc.
16307,kor innovations inc,2K Innovations Inc.
16308,b braun medical limited,"Xtant Medical Holdings, Inc."
16309,intersurgical inc,Intersurgical Incorporated
16310,almore international inc,Almore International Inc
16311,mederi therapeutics inc,"Mederi Therapeutics, Inc"
16313,savaria concord lifts inc,Savaria Corp.
16315,vortran medical technology 1 inc,Vortran Medical Technology 1 Inc
16316,ebi patient care inc,Independent
16319,exact sciences corporation,Exact Sciences Corporation
16327,edap technomed inc,Edap Tms Sa
16329,walkmed llc,Independent
16330,cosmedent inc,Cosmedent Inc.
16332,lifecell corporation a wholly owned subsidiary of allergan plc,Allergan Public Limited Company
16334,argo medical technologies ltd,Independent
16336,the magstim company limited,Independent
16341,rockwell medical inc,"Rockwell Medical, Inc."
16342,ninepoint medical inc,Ninepoint Medical Inc.
16343,spinal elements inc,Spinal Elements
16347,mhc medical products llc,Mhc Medical Products Llc
16348,conseal international inc,"Conseal International, Inc."
16349,bard brachytherapy inc,"Becton, Dickinson And Company"
16352,vgi medical llc,"Vgi Medical, Llc"
16353,exsurco medical,Bettcher Industries Inc.
16354,e med future inc,Independent
16357,kaz inc,Independent
16362,specialized health products inc,Independent
16363,emerson radio corp,Independent
16365,medegen medical products llc,Independent
16370,smith and nephew inc wound management division,Independent
16375,propper mfg co inc,Independent
16377,bard endoscopic technologies,Independent
16378,hillrom co inc,Independent
16385,respironics  inc,Independent
16387,misonix inc,Independent
16388,carbomedics inc,Independent
16389,centerpulse orthopedics inc,Independent
16391,busse hospital disposables,Independent
16392,hudson respiratory care inc,Independent
16397,medibo nv,Independent
16398,omrix biopharmaceuticals ltd  plasma fract inst,Independent
16399,soleil systems inc,Independent
16400,duromed industries inc,Independent
16402,alveolus inc,Independent
16403,premier dental products co,Independent
16406,health directions inc,Independent
16410,hydro med products inc,Independent
16412,dunlee,Independent
16417,frank mobility systems inc,Independent
16418,kingswood laboratoriesinc,Independent
16420,puritan bennett,Independent
16422,spinal specialties inc,Independent
16424,international remote imaging systems inc,Independent
16425,inogen inc,Independent
16428,pascal co inc,Independent
16429,datex ohmeda inc  dba ge healthcare,Independent
16430,linvatec imaging,Independent
16434,dakocytomation california inc,Independent
16435,bunnell inc,Independent
16437,macan engineering and manufacturing co inc,Independent
16443,hollister stier laboratories llc,Independent
16444,eagle vision inc,Independent
16447,gulf south medical supply inc,Independent
16452,wl gore and associates canada inc,Independent
16454,medisurg research  management corp,Independent
16459,cardinal health 303 inc dba alaris products,Independent
16461,respironics novametrix llc,Independent
16463,stryker biotech,Independent
16464,eatonform inc,Independent
16465,extended care air therapy systems inc,Independent
16466,kor innovations inc,Independent
16468,trionix research laboratory inc,Independent
16469,lumiport llc,Independent
16471,iris sample processing,Independent
16472,belcher pharmaceuticals inc,Independent
16473,organogenesis inc,Independent
16475,venoscope llc,Independent
16476,first aid only inc,Independent
16481,medi manufacturing inc,Independent
16482,graham field atlanta,Independent
16484,miltex inc,Independent
16485,vision systems group a div of viking systems,Independent
16489,instrumentarium dental inc,Independent
16491,porous media corporation,Independent
16497,conmed endoscopic technologies inc,Independent
16501,thommen medical ag,Independent
16502,louisville apl diagnostics inc,Independent
16503,ams innovative center  san jose,Independent
16505,northwest medical physics equipment inc,Independent
16506,summit industries inc,Independent
16507,cr bard access systems inc,Independent
16509,kyphon inc,Medtronic Plc
16510,pml microbiologicals inc,Independent
16512,naviscan pet systems,Independent
16513,axya medical,Independent
16517,ellex inc,Independent
16525,genzyme corporation,Sanofi
16527,bisco inc,Bisco Inc.
16531,zest anchors inc,Zest Anchors Inc.
16532,abaxis inc,Abaxis Inc
16533,nerl diagnostics llc,Thermo Fisher Scientific Inc
16538,drummond scientific company,Drummond Scientific Co
16539,mainline technology inc,Independent
16543,cholestech corp,Abbott Laboratories
16544,suarez corporation industries,Suarez Corporation Industries
16553,bd diagnostic systems tripath,"Becton, Dickinson And Company"
16556,ultracell medical technologies inc,Rockwell Medical Inc.
16560,sun med inc,Independent
16562,innovative implant technology,Independent
16564,regenesis biomedical inc,Regenesis Biomedical
16565,genico inc dba genicon,Genicon Inc
16569,vintage pharmaceuticals llc dba qualitest pharmaceuticals,Endo International Plc
16570,synthes spine,Johnson & Johnson
16571,mindray ds usa inc dba datascope patient monitoring,Shenzhen Mindray Bio-Medical Electronics Co. Ltd.
16572,binax inc dba impd,Abbott Laboratories
16578,biosite inc,Abbott Laboratories
16581,hach co,Danaher Corporation
16584,cook obgyn inc,Independent
16588,innovative neurotronics inc,Independent
16589,patterson medical holdings inc,Independent
16591,tristate hospital supply corporation,Medline Industries Inc.
16593,cardiomedics incorporated,Independent
16594,laborie medical technologies cor,Independent
16595,apheresis technologies inc,"Apheresis Technologies, Incorporated"
16596,j t posey company,Tidi Products Llc
16603,covidien limited,Medtronic Plc
16604,vistakon,Johnson & Johnson
16605,medtronic vascular galway limited,Medtronic Plc
16606,airgas puritan medical,L'Air Liquide Societe Anonyme Pour L'Etude Et L'Exploitation Des Procedes Georges Claude
16609,imtec imaging llc,3M Company
16610,stryker imaging,Stryker
16614,kentucky packaging service lp,Independent
16617,marina medical instruments inc,Marina Medical Instruments Inc.
16620,wescam inc,L3 Technologies Inc.
16622,zap lasers llc,Zap Lasers Llc
16626,diopsys inc,"Diopsys, Inc."
16628,centurion medical products,Medline Industries Inc.
16629,biokit usa inc,Werfenlife Sa.
16634,ferring pharmaceuticals inc,Ferring Holding S.A.
16638,cambridge heart inc,"Cambridge Heart, Inc."
16640,continental medical labsinc,"Continental Medical Labs, Inc"
16641,circaid medical products inc,Circaid Medical Products Inc.
16642,vital diagnostics inc,Ergon Capital Partners
16645,mckesson provider technologies  medical imaging group,Mckesson Corporation
16648,romedic inc,Independent
16649,rochester medical corp,Independent
16650,mdc acquisition co llc,Independent
16651,mira inc,Mira Inc.
16656,chalgren enterprises inc,Chalgren Enterprises Inc
16657,amd lasers llc,Amd Lasers Llc
16659,dental ez stardental division,Independent
16664,hplc biorad laboratories gmbh,Biomed Laboratories
16666,the braun corporation,Investor Ab
16669,varian medical systems palo alto ca,Varian Medical Systems Inc
16670,siemens medical solutions oncology care systems 4040 nelson ave concord ca 94510,Siemens Ag
16671,siemens medical solutions usa inc mountain view ca,Siemens Ag
16672,pfizer global,Pfizer
16676,dixtal medical inc,Philips
16677,allied healthcare products inc,Allied Healthcare Products Inc.
16678,amstech incorporated,Independent
16679,statspin inc dba iris sample processing,Danaher Corporation
16682,breg inc an orthofix company,Water Street Healthcare Partners Llc
16685,b braun medical limited,Neo Medical Inc
16689,salter laboratories division of regulatory affairs,Independent
16695,r4 vascular inc,R4 Vascular Inc.
16698,linet americas inc,Linet Americas Inc.
16699,brentwood medical technology corp,Midmark Corporation
16701,siemens medical solutions usa inc  radiation oncology,Siemens Ag
16702,b braun medical limited,Vbm Medical Inc.
16703,penlon ltd fmly east healthcare,Bpl Medical Technologies Pvt Ltd.
16707,integra limited,Independent
16708,haemoscope division of haemonetics corp,Haemonetics Corporation
16710,groman inc,Groman Inc.
16713,caridian bct incorporated,Terumo Corp.
16714,tobii assistive technology inc,Independent
16715,cambridge endoscopic devices incorporated,Cambridge Endoscopic Devices Inc.
16716,arrow international inc usa,Moog Inc
